cui,preferred_name,semantic_types,token,frequency
C0017480,Germany,geoa,Germany,1
C0028405,North America,geoa,North America,1
C0949876,Nazis,grup,Nazis,1
C0034770,Mental Recall,menp,Mental Recall,1
C0905072,"TFF2 protein, human",aapp,"TFF2 protein, human",1
C0024262,Lymphocyte Activation,celf,Lymphocyte Activation,1
C0427546,Atypical lymphocyte observed,fndg,Atypical lymphocyte observed,1
C3840001,Genetics clinic,"hcro,mnob",Genetics clinic,1
C0422136,Medicals/reports NOS,ftcn,Medicals/reports NOS,1
C0019682,HIV,virs,HIV,1
C0031822,Physician Impairment,qlco,Physician Impairment,1
C2700446,Self-Report,resa,Self-Report,1
C0457166,Class 5 (qualifier value),inpr,Class 5 (qualifier value),1
C0020963,Immune Tolerance,patf,Immune Tolerance,1
C1267822,CD4+ CD25+ Regulatory T Cells,cell,CD4+ CD25+ Regulatory T Cells,1
C0441732,Type 4,clas,Type 4,1
C2895206,Autoimmune disease (systemic) NOS,dsyn,Autoimmune disease (systemic) NOS,1
C0079920,occupational health specialty,bmod,occupational health specialty,1
C0014417,Environmental Pollutants,hops,Environmental Pollutants,1
C0206213,Hazard Control,ocac,Hazard Control,1
C0679005,Social Skills,socb,Social Skills,1
C0035168,research,resa,research,1
C0231197,Physiologic tolerance,phsf,Physiologic tolerance,1
C0039242,Tachyphylaxis,orgf,Tachyphylaxis,1
C0441766,Stage level 1,clas,Stage level 1,1
C0441767,Stage level 2,inpr,Stage level 2,1
C0001554,Administration occupational activities,ocac,Administration occupational activities,1
C0678766,Drug dose,qnco,Drug dose,1
C0243139,science of Cytology and Pathology,ocdi,science of Cytology and Pathology,1
C0349419,Ischemic reperfusion injury,inpo,Ischemic reperfusion injury,1
C0023181,Leadership,socb,Leadership,1
C0040539,Toxicity aspects,qlco,Toxicity aspects,1
C0041714,United States Food and Drug Administration,hcro,United States Food and Drug Administration,1
C0920472,Drug Discovery,resa,Drug Discovery,1
C0373483,Drug screen (procedure),lbpr,Drug screen (procedure),1
C0242890,Toxicity Tests,diap,Toxicity Tests,1
C0013175,Drug Evaluation,resa,Drug Evaluation,1
C0205540,Approved,qlco,Approved,1
C0023255,"Legislation, Drug",rnlw,"Legislation, Drug",1
C0013230,Investigational New Drugs,phsu,Investigational New Drugs,1
C0162694,Drug Approval Process,gora,Drug Approval Process,1
C4042781,Black Box Warning,hlca,Black Box Warning,1
C0013232,"Drugs, Orphan",phsu,"Drugs, Orphan",1
C0949214,Advertisements,inpr,Advertisements,1
C0031336,Pharmacy (field),bmod,Pharmacy (field),1
C0441655,Activities,acty,Activities,1
C0001044,acetylcholinesterase,"aapp,enzy",acetylcholinesterase,1
C0071808,pralidoxime,"orch,phsu",pralidoxime,1
C0333512,Caseous necrosis,patf,Caseous necrosis,1
C1522058,Coagulative necrosis,patf,Coagulative necrosis,1
C0015668,Fat necrosis,patf,Fat necrosis,1
C0333513,Fibrinoid necrosis,patf,Fibrinoid necrosis,1
C0333509,Liquefactive necrosis,patf,Liquefactive necrosis,1
C0578399,Quaternary Ammonium Compounds,orch,Quaternary Ammonium Compounds,1
C0002508,Amines,orch,Amines,1
C2333949,Cholinergic Neurons,cell,Cholinergic Neurons,1
C0004259,atropine,"orch,phsu",atropine,1
C3179498,Dopamine Effect,phsf,Dopamine Effect,1
C0022245,isoproterenol,"orch,phsu",isoproterenol,1
C0038862,Suppurative inflammation,patf,Suppurative inflammation,1
C0440743,Serous,qlco,Serous,1
C0086574,Lymphoid Cells,cell,Lymphoid Cells,1
C0242713,Closed Ecologic Life Support Systems,hcpp,Closed Ecologic Life Support Systems,1
C0034380,Quality of life,idcn,Quality of life,1
C0443290,Reversal,ftcn,Reversal,1
C0391850,Physiologic pulse,phsf,Physiologic pulse,1
C0231832,Respiratory rate,clna,Respiratory rate,1
C0150404,Taking vital signs,hlca,Taking vital signs,1
C0544702,Abnormal appearance,fndg,Abnormal appearance,1
C0019593,Histamine H2 Antagonists,phsu,Histamine H2 Antagonists,1
C0085174,misoprostol,"orch,phsu",misoprostol,1
C0358591,Proton Pump Inhibitors,phsu,Proton Pump Inhibitors,1
C1260922,Abnormal breathing,fndg,Abnormal breathing,1
C0436331,Symptom aggravating factors,fndg,Symptom aggravating factors,1
C1318228,Market,geoa,Market,1
C0013831,Electrolyte Balance,orgf,Electrolyte Balance,1
C0202463,Salicylate measurement,lbpr,Salicylate measurement,1
C0413696,Aspirin adverse reaction,patf,Aspirin adverse reaction,1
C0161544,Poisoning by salicylate,inpo,Poisoning by salicylate,1
C0333398,Chronic abscess,patf,Chronic abscess,1
C0333297,Chronic ulcer,dsyn,Chronic ulcer,1
C0502298,Hollow viscus,bpoc,Hollow viscus,1
C1444076,Chronic inflammatory morphology,patf,Chronic inflammatory morphology,1
C0023518,Leukocytosis,dsyn,Leukocytosis,1
C0034963,Natural regeneration,ortf,Natural regeneration,1
C0004382,Autonomic Agents,phsu,Autonomic Agents,1
C1515995,Antiglaucoma agent,phsu,Antiglaucoma agent,1
C0027410,Narcotic Antagonists,phsu,Narcotic Antagonists,1
C0002772,"Analgesics, Opioid","orch,phsu","Analgesics, Opioid",1
C0006405,buprenorphine,"orch,phsu",buprenorphine,1
C0012525,diphenoxylate,"orch,phsu",diphenoxylate,1
C0015846,fentanyl,"orch,phsu",fentanyl,1
C0023992,loperamide,"orch,phsu",loperamide,1
C0025376,meperidine,"orch,phsu",meperidine,1
C0025605,methadone,"orch,phsu",methadone,1
C0027348,nalbuphine,"orch,phsu",nalbuphine,1
C0027358,naloxone,orch,naloxone,1
C0027360,naltrexone,"orch,phsu",naltrexone,1
C0030049,oxycodone,"orch,phsu",oxycodone,1
C0030873,pentazocine,"orch,phsu",pentazocine,1
C0033493,propoxyphene,"orch,phsu",propoxyphene,1
C0040610,tramadol,"orch,phsu",tramadol,1
C0564444,Wound of skin,inpo,Wound of skin,1
C0162810,"Cicatrix, Hypertrophic",acab,"Cicatrix, Hypertrophic",1
C0333582,Dystrophic calcification,fndg,Dystrophic calcification,1
C0145943,TimeLine Fluoride Releasing Resin,"orch,phsu",TimeLine Fluoride Releasing Resin,1
C1710439,Topical Dosage Form,bodm,Topical Dosage Form,1
C1142085,Migraine prophylaxis,topp,Migraine prophylaxis,1
C0268392,Localized amyloidosis,dsyn,Localized amyloidosis,1
C0221014,Reactive systemic amyloidosis,dsyn,Reactive systemic amyloidosis,1
C0333717,Abnormal cell,cell,Abnormal cell,1
C0333574,Fatty deposition,fndg,Fatty deposition,1
C2936349,"Plaque, Amyloid",acab,"Plaque, Amyloid",1
C0270933,Inflammatory neuropathy,dsyn,Inflammatory neuropathy,1
C1286315,Characteristic of pain,clna,Characteristic of pain,1
C0030198,Pain Measurement,diap,Pain Measurement,1
C0278139,Moderate pain,sosy,Moderate pain,1
C0032768,Postherpetic neuralgia,dsyn,Postherpetic neuralgia,1
C0011882,Diabetic Neuropathies,dsyn,Diabetic Neuropathies,1
C0002793,Anaplasia,neop,Anaplasia,1
C0936282,Blastoma,neop,Blastoma,1
C0936248,Chondroma,neop,Chondroma,1
C0008519,Ectopic Tissue,patf,Ectopic Tissue,1
C0016057,Fibrosarcoma,neop,Fibrosarcoma,1
C0026277,Mixed Salivary Gland Tumor,neop,Mixed Salivary Gland Tumor,1
C0029440,Osteoma,neop,Osteoma,1
C0035412,Rhabdomyosarcoma,neop,Rhabdomyosarcoma,1
C0332441,Normal tissue morphology,fndg,Normal tissue morphology,1
C0475445,Tumor site,fndg,Tumor site,1
C0677944,Sentinel node (disorder),dsyn,Sentinel node (disorder),1
C0268109,Chronic tophaceous gout,dsyn,Chronic tophaceous gout,1
C0149896,Primary gout,dsyn,Primary gout,1
C0268108,Chronic gouty arthritis,dsyn,Chronic gouty arthritis,1
C0009262,colchicine,"orch,phsu",colchicine,1
C1305143,Hyperploidy,comd,Hyperploidy,1
C0026499,Monosomy,cgab,Monosomy,1
C0041107,Trisomy,comd,Trisomy,1
C0919532,Genomic Instability,comd,Genomic Instability,1
C0026428,"Monitoring, Immunologic",hlca,"Monitoring, Immunologic",1
C1511760,Deletion Mutation,comd,Deletion Mutation,1
C0588388,General observation,hlca,General observation,1
C1707357,Checklist,inpr,Checklist,1
C0038951,Surveys,inpr,Surveys,1
C0232117,Pulse Rate,clna,Pulse Rate,1
C0022890,Labyrinthine disorder,dsyn,Labyrinthine disorder,1
C5234922,Hemorrhagic Stroke,dsyn,Hemorrhagic Stroke,1
C1319171,Medication response,fndg,Medication response,1
C0042571,Vertigo,sosy,Vertigo,1
C0427112,Dizziness present,fndg,Dizziness present,1
C0000723,Abbreviations,inpr,Abbreviations,1
C0040287,Drug or chemical Tissue Distribution,qnco,Drug or chemical Tissue Distribution,1
C0034813,Histamine Receptor,"aapp,rcpt",Histamine Receptor,1
C0279628,Adenocarcinoma Of Esophagus,neop,Adenocarcinoma Of Esophagus,1
C0153687,Secondary malignant neoplasm of skin,neop,Secondary malignant neoplasm of skin,1
C0229960,Entire body as a whole,ffas,Entire body as a whole,1
C0243073,assay qualifier,qlco,assay qualifier,1
C0026918,Mycobacterium Infections,dsyn,Mycobacterium Infections,1
C0027342,Nail plate,bpoc,Nail plate,1
C0018494,Hair,bpoc,Hair,1
C0014529,Epidermophyton,fngs,Epidermophyton,1
C0026033,Microsporum,fngs,Microsporum,1
C0040935,Trichophyton rubrum,fngs,Trichophyton rubrum,1
C0003177,Cutaneous anthrax,dsyn,Cutaneous anthrax,1
C0546999,"Larva Migrans, Cutaneous",dsyn,"Larva Migrans, Cutaneous",1
C1515169,TNM Staging System,clas,TNM Staging System,1
C0151241,Atrial myxoma,neop,Atrial myxoma,1
C0007134,Renal Cell Carcinoma,neop,Renal Cell Carcinoma,1
C0277565,Local disease,dsyn,Local disease,1
C0014130,Endocrine System Diseases,dsyn,Endocrine System Diseases,1
C0334866,Medical pathologist,prog,Medical pathologist,1
C0019590,Histamine Antagonists,"orch,phsu",Histamine Antagonists,1
C0030695,Patient Monitoring,hlca,Patient Monitoring,1
C1135120,Breakthrough Pain,sosy,Breakthrough Pain,1
C0027497,Nausea,sosy,Nausea,1
C0520990,Host defense,ortf,Host defense,1
C0008973,Clinical Skill,qlco,Clinical Skill,1
C0457400,types of lesions,inpr,types of lesions,1
C3179161,Serotonin Effect,phsf,Serotonin Effect,1
C0960756,factor A,orch,factor A,1
C1318973,Staphylococcus aureus infection,dsyn,Staphylococcus aureus infection,1
C1542647,bullous staphylococcal impetigo,dsyn,bullous staphylococcal impetigo,1
C0444519,Hot sensation quality,qlco,Hot sensation quality,1
C0522772,Shaving - surgical procedure,topp,Shaving - surgical procedure,1
C0430027,biochemical test,lbpr,biochemical test,1
C0033809,Pseudomonas aeruginosa,bact,Pseudomonas aeruginosa,1
C0026018,Microscopy,lbpr,Microscopy,1
C3266608,Nutrient agar,irda,Nutrient agar,1
C0023968,Loiasis,dsyn,Loiasis,1
C0029001,Onchocerciasis,dsyn,Onchocerciasis,1
C0277320,Infection by Filaroides,dsyn,Infection by Filaroides,1
C0005515,Biological Factors,bacs,Biological Factors,1
C0489886,Structure of left subclavian vein,bpoc,Structure of left subclavian vein,1
C0042459,Superior vena cava structure,bpoc,Superior vena cava structure,1
C1180098,Tissue space,bsoj,Tissue space,1
C0020312,Hydrothorax,dsyn,Hydrothorax,1
C0506215,Structure of serous cavity,bsoj,Structure of serous cavity,1
C0333229,Accumulation of fluid,ftcn,Accumulation of fluid,1
C0013609,Localized Edema,patf,Localized Edema,1
C0034838,serotonin receptor,"aapp,rcpt",serotonin receptor,1
C0231221,Asymptomatic (finding),fndg,Asymptomatic (finding),1
C0001261,Actinomycosis,dsyn,Actinomycosis,1
C0038034,Sporotrichosis,dsyn,Sporotrichosis,1
C0149777,Abscess of skin AND/OR subcutaneous tissue,patf,Abscess of skin AND/OR subcutaneous tissue,1
C1319166,Symptom severity (finding),fndg,Symptom severity (finding),1
C0030578,Paronychia Inflammation,dsyn,Paronychia Inflammation,1
C0700148,Congestion,patf,Congestion,1
C0020452,Hyperemia,dsyn,Hyperemia,1
C0700124,Dilated,fndg,Dilated,1
C0264519,Chronic pulmonary congestion,dsyn,Chronic pulmonary congestion,1
C0264940,Hemorrhage of blood vessel,patf,Hemorrhage of blood vessel,1
C0013491,Ecchymosis,patf,Ecchymosis,1
C0018924,Hemarthrosis,patf,Hemarthrosis,1
C0018944,Hematoma,patf,Hematoma,1
C0019064,Hemopericardium,patf,Hemopericardium,1
C0019065,Hemoperitoneum,patf,Hemoperitoneum,1
C0019123,Hemothorax,patf,Hemothorax,1
C0023487,Acute Promyelocytic Leukemia,neop,Acute Promyelocytic Leukemia,1
C0037379,Snake Bites,inpo,Snake Bites,1
C3665493,Snake bite (morphologic abnormality),inpo,Snake bite (morphologic abnormality),1
C0036685,gram negative sepsis,dsyn,gram negative sepsis,1
C0026682,mucins,"aapp,bacs",mucins,1
C0520946,Emotional hypersensitivity,fndg,Emotional hypersensitivity,1
C0205231,Extensive,qlco,Extensive,1
C1305868,Assay of fibrinolysis,lbpr,Assay of fibrinolysis,1
C0205391,Widespread,spco,Widespread,1
C2959885,Microthrombus,fndg,Microthrombus,1
C0040018,thrombin,"aapp,enzy,phsu",thrombin,1
C0005790,Blood coagulation tests,lbpr,Blood coagulation tests,1
C0035139,Surgical Replantation,topp,Surgical Replantation,1
C0752266,Hypovolemic,lbtr,Hypovolemic,1
C0036690,Septicemia,dsyn,Septicemia,1
C0205563,Clinical stage finding,tmco,Clinical stage finding,1
C0162757,Serotonin Agonists,phsu,Serotonin Agonists,1
C0017105,Gas Gangrene,dsyn,Gas Gangrene,1
C0008707,Chronic osteomyelitis,dsyn,Chronic osteomyelitis,1
C0030657,Pathogenicity Aspects,qlco,Pathogenicity Aspects,1
C0199769,Skin test for leprosy,diap,Skin test for leprosy,1
C0023351,Tuberculoid leprosy,dsyn,Tuberculoid leprosy,1
C0332235,Lepromatous,ftcn,Lepromatous,1
C0442856,Hypoperfusion,patf,Hypoperfusion,1
C0021079,Therapeutic immunosuppression,topp,Therapeutic immunosuppression,1
C0016017,Fibrinolysis,phsf,Fibrinolysis,1
C0312856,Normal hemostatic function,ortf,Normal hemostatic function,1
C0398623,Thrombophilia,dsyn,Thrombophilia,1
C0037354,Smallpox,dsyn,Smallpox,1
C3494358,Prodromal Symptoms,sosy,Prodromal Symptoms,1
C1443394,Vaccination status,fndg,Vaccination status,1
C0009074,clotrimazole,"orch,phsu",clotrimazole,1
C0004398,Autopsy,diap,Autopsy,1
C0013931,"Embolization, Therapeutic",topp,"Embolization, Therapeutic",1
C0034771,Recanalization,topp,Recanalization,1
C0524702,Pulmonary Thromboembolisms,dsyn,Pulmonary Thromboembolisms,1
C0522501,Massive,qlco,Massive,1
C0238096,"Embolism, Paradoxical",dsyn,"Embolism, Paradoxical",1
C1265748,Torsion (malposition),patf,Torsion (malposition),1
C3542952,Modifier (core metadata concept),inpr,Modifier (core metadata concept),1
C1547273,Preventable,qlco,Preventable,1
C3536601,At risk for anemia,fndg,At risk for anemia,1
C0085273,Erythema Infectiosum,dsyn,Erythema Infectiosum,1
C0555971,Oral infection,dsyn,Oral infection,1
C0343537,Specific viral infections,dsyn,Specific viral infections,1
C0031886,Family Picornaviridae,virs,Family Picornaviridae,1
C0019338,Herpangina,dsyn,Herpangina,1
C1279264,Infectious disease of genitourinary system,dsyn,Infectious disease of genitourinary system,1
C0026394,Molluscum contagiosum virus,virs,Molluscum contagiosum virus,1
C0036220,Kaposi Sarcoma,neop,Kaposi Sarcoma,1
C0205466,virologic,ftcn,virologic,1
C1579830,Blister of skin AND/OR mucosa,fndg,Blister of skin AND/OR mucosa,1
C0349674,Intellectual scale,inpr,Intellectual scale,1
C0241123,Lichenification of skin,fndg,Lichenification of skin,1
C0205204,Scab,acab,Scab,1
C0702120,Spongiosis,patf,Spongiosis,1
C1290834,Acute skin disorder,dsyn,Acute skin disorder,1
C0023646,Lichen Planus,dsyn,Lichen Planus,1
C1290009,Chronic disease of skin,dsyn,Chronic disease of skin,1
C0344311,Blistering eruption,fndg,Blistering eruption,1
C0205748,Dysplastic Nevus,neop,Dysplastic Nevus,1
C0027962,Melanocytic nevus,neop,Melanocytic nevus,1
C0025201,melanocyte,cell,melanocyte,1
C0151779,Cutaneous Melanoma,neop,Cutaneous Melanoma,1
C0078988,Asians,popg,Asians,1
C0852949,Arteriopathic disease,dsyn,Arteriopathic disease,1
C0489633,Review of systems (procedure),hlca,Review of systems (procedure),1
C0226004,Arterial system,bdsy,Arterial system,1
C2711906,Evaluation finding,fndg,Evaluation finding,1
C0425685,Venous finding,fndg,Venous finding,1
C0887866,Monckeberg Medial Calcific Sclerosis,dsyn,Monckeberg Medial Calcific Sclerosis,1
C0225988,Structure of small blood vessel (organ),bpoc,Structure of small blood vessel (organ),1
C0333484,Fatty streaks,fndg,Fatty streaks,1
C0443343,Unstable status,fndg,Unstable status,1
C0436125,Cardiovascular examination and evaluation,diap,Cardiovascular examination and evaluation,1
C0264637,Benign hypertension (disorder),dsyn,Benign hypertension (disorder),1
C0686521,Benign neoplasm of paraganglion,neop,Benign neoplasm of paraganglion,1
C0020540,Malignant Hypertension,dsyn,Malignant Hypertension,1
C0238074,Chronic pulmonary heart disease,dsyn,Chronic pulmonary heart disease,1
C0428897,Jugular venous pressure,fndg,Jugular venous pressure,1
C0239949,Hepatojugular reflux,fndg,Hepatojugular reflux,1
C0230134,Structure of precordium,blor,Structure of precordium,1
C0181620,Hoist device,medd,Hoist device,1
C3714496,Chronic obstructive pulmonary disease of horses,dsyn,Chronic obstructive pulmonary disease of horses,1
C0232269,Cardiac thrill (finding),fndg,Cardiac thrill (finding),1
C0034086,Pulmonary valve structure,bpoc,Pulmonary valve structure,1
C0040960,Tricuspid valve structure,bpoc,Tricuspid valve structure,1
C1561964,Positioning patient (procedure),hlca,Positioning patient (procedure),1
C0577810,Finding present on electrocardiogram,lbtr,Finding present on electrocardiogram,1
C0151746,Abnormal renal function,patf,Abnormal renal function,1
C0020625,Hyponatremia,dsyn,Hyponatremia,1
C0935936,Urate,"bacs,nnon",Urate,1
C0359086,oral hypoglycemic,phsu,oral hypoglycemic,1
C0007158,Cardiac Glycosides,"orch,phsu",Cardiac Glycosides,1
C0017977,Glycosides,orch,Glycosides,1
C0194133,Local perfusion of kidney,topp,Local perfusion of kidney,1
C0012802,Thiazide Diuretics,"orch,phsu",Thiazide Diuretics,1
C0039239,Sinus Tachycardia,dsyn,Sinus Tachycardia,1
C0004245,Atrioventricular Block,dsyn,Atrioventricular Block,1
C0344423,Atrial Flutter by ECG Finding,lbtr,Atrial Flutter by ECG Finding,1
C0344428,Ventricular Tachycardia by ECG Finding,lbtr,Ventricular Tachycardia by ECG Finding,1
C0429028,QT interval feature (observable entity),clna,QT interval feature (observable entity),1
C1269644,Normal anatomy,qlco,Normal anatomy,1
C0441516,Demand (clinical),topp,Demand (clinical),1
C0439786,Inward,spco,Inward,1
C0333964,Eccentric hypertrophy,patf,Eccentric hypertrophy,1
C1383860,Cardiac Hypertrophy,patf,Cardiac Hypertrophy,1
C0018800,Cardiomegaly,fndg,Cardiomegaly,1
C0439740,Eccentric,qlco,Eccentric,1
C1510431,Superficial Thrombophlebitis,dsyn,Superficial Thrombophlebitis,1
C0410551,Rupture of popliteal space synovial cyst,inpo,Rupture of popliteal space synovial cyst,1
C0236040,Pain in calf,sosy,Pain in calf,1
C0001925,Albuminuria,fndg,Albuminuria,1
C2712122,Normal blood pressure,fndg,Normal blood pressure,1
C0994524,Ash tree,plnt,Ash tree,1
C0162788,In Situ Hybridization,mbrt,In Situ Hybridization,1
